課碼,系所,課程標題,授課教師,課程類型,學分數,上課地點,上課時間,選課方法,授課方法,課程連結,課程概述,選課狀況-名額,選課狀況-選上人數,選課狀況-剩餘名額,選課狀況-已登記
151,外國語文學系,東海課程-外國語文學系畢業公演（二）(蔡奇璋老師1132-151) ,,選修課,0-2,LAN007,"三/8,9",,,https://course.thu.edu.tw/view/113/2/151,, 35,26            ,9,
152,外國語文學系,東海課程-外國語文學系文討：職涯英文：英文求職面試準備(郭宜蕙老師1132-152) ,,選修課,0-2,LAN010,"四/3,4",,,https://course.thu.edu.tw/view/113/2/152,, 20,46            ,-26,
153,外國語文學系,東海課程-外國語文學系文討：語言與跨文化溝通(邱嘉慧老師1132-153) ,,選修課,0-2,LAN002,"四/5,6",,,https://course.thu.edu.tw/view/113/2/153,, 20,27            ,-7,
154,外國語文學系,東海課程-外國語文學系文討：非裔美國影集與電影的種族文化探討(蔡佳蓉老師1132-154) ,,選修課,0-2,LAN001,"一/5,6",,,https://course.thu.edu.tw/view/113/2/154,, 25,28            ,-3,
155,外國語文學系,東海課程-外國語文學系文討：論童妮莫里森之解構美學(蔡佳蓉老師1132-155) ,,選修課,0-2,LAN013,"三/5,6",,,https://course.thu.edu.tw/view/113/2/155,, 25,25            ,0,
156,外國語文學系,東海課程-外國語文學系文討：翻譯與中英對比(蕭季樺老師1132-156) ,,選修課,0-2,LAN002,"二/6,7",,,https://course.thu.edu.tw/view/113/2/156,, 20,24            ,-4,
157,外國語文學系,東海課程-外國語文學系文討：逐步口譯初階(彭貴絹老師1132-157) ,,選修課,0-2,LAN210,"四/B,5",,,https://course.thu.edu.tw/view/113/2/157,, 20,22            ,-2,
158,外國語文學系,東海課程-外國語文學系文討：中英會議籌辦與口譯實作(彭貴絹老師1132-158) ,,選修課,0-2,LAN213,"二/B,5",,,https://course.thu.edu.tw/view/113/2/158,, 20,19            ,1,
159,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/159,,,,,
160,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/160,,,,,
161,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/161,,,,,
162,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/162,,,,,
163,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/163,,,,,
164,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/164,,,,,
165,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/165,,,,,
166,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/166,,,,,
167,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/167,,,,,
168,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/168,,,,,
169,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/169,,,,,
170,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/170,,,,,
171,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/171,,,,,
172,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/172,,,,,
173,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/173,,,,,
174,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/174,,,,,
175,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/175,,,,,
176,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/176,,,,,
177,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/177,,,,,
178,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/178,,,,,
179,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/179,,,,,
180,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/180,,,,,
181,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/181,,,,,
182,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/182,,,,,
183,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/183,,,,,
184,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/184,,,,,
185,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/185,,,,,
186,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/186,,,,,
187,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/187,,,,,
188,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/188,,,,,
189,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/189,,,,,
190,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/190,,,,,
191,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/191,,,,,
192,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/192,,,,,
193,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/193,,,,,
194,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/194,,,,,
195,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/195,,,,,
196,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/196,,,,,
197,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/197,,,,,
198,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/198,,,,,
199,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/199,,,,,
200,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/200,,,,,
201,歷史學系,東海課程-歷史學系中國史(下)(翁育瑄老師1132-201) ,,必修課,0-4,H205,"四/6,7",,,https://course.thu.edu.tw/view/113/2/201,, 75,87            ,-12,
202,歷史學系,東海課程-歷史學系世界史(下)(許家琳老師1132-202) ,,必修課,0-4,H308,"二/6,7",,,https://course.thu.edu.tw/view/113/2/202,, 75,88            ,-13,
203,歷史學系,東海課程-歷史學系史學導論（下）：史籍導讀(吳靜芳老師1132-203) ,,必修課,0-2,H207,"一/3,4",,,https://course.thu.edu.tw/view/113/2/203,, 75,80            ,-5,
204,歷史學系,東海課程-歷史學系台灣史(下)(陳穎禎老師1132-204) ,,必修課,0-3,H205,"四/2,3,4",,,https://course.thu.edu.tw/view/113/2/204,, 60,67            ,-7,
205,歷史學系,東海課程-歷史學系史學方法(下)(范純武老師1132-205) ,,必修課,0-2,H106,"三/3,4",,,https://course.thu.edu.tw/view/113/2/205,, 70,69            ,1,
206,歷史學系,東海課程-歷史學系中國古代城市史(陳識仁老師1132-206) ,,選修課,0-2,H106,"一/8,9",,,https://course.thu.edu.tw/view/113/2/206,, 30,31            ,-1,
207,歷史學系,東海課程-歷史學系中國婦女史(翁育瑄老師1132-207) ,,選修課,0-2,H105,"五/6,7",,,https://course.thu.edu.tw/view/113/2/207,, 40,32            ,8,
208,歷史學系,東海課程-歷史學系歐洲文藝復興史(蘇信恩老師1132-208) ,,選修課,0-3,H309,"五/6,7,8",,,https://course.thu.edu.tw/view/113/2/208,, 50,50            ,0,
209,歷史學系,東海課程-歷史學系疾病、醫藥與人類歷史(吳靜芳老師1132-209) ,,選修課,0-2,H122,"二/3,4",,,https://course.thu.edu.tw/view/113/2/209,, 40,39            ,1,
210,歷史學系,東海課程-歷史學系台灣基督教史(王政文老師1132-210) ,,選修課,0-3,地點資訊不完整,"五/2,3,",,,https://course.thu.edu.tw/view/113/2/210,, 50,26            ,24,
211,歷史學系,東海課程-歷史學系臺灣政治史(蔡秀美老師1132-211) ,,選修課,0-3,H307,"五/2,3,4",,,https://course.thu.edu.tw/view/113/2/211,, 40,44            ,-4,
212,歷史學系,東海課程-歷史學系台灣城市史(蔡秀美老師1132-212) ,,選修課,0-3,A102,"四/2,3,4",,,https://course.thu.edu.tw/view/113/2/212,, 40,38            ,2,
213,歷史學系,東海課程-歷史學系台灣歷史地理資訊系統(李宗信老師1132-213) ,,選修課,0-2,ST019,"一/3,4",,,https://course.thu.edu.tw/view/113/2/213,, 40,0            ,40,
214,歷史學系,東海課程-歷史學系台灣考古學(屈慧麗老師1132-214) ,,選修課,0-2,H305,"二/3,4",,,https://course.thu.edu.tw/view/113/2/214,, 40,51            ,-11,
215,歷史學系,東海課程-歷史學系家族史：傳統與現代的連結(翁育瑄老師1132-215) ,,選修課,0-3,A102,"三/6,7,8",,,https://course.thu.edu.tw/view/113/2/215,, 25,26            ,-1,
216,歷史學系,東海課程-歷史學系歷史紀錄片製作(丘為君/張運宗老師1132-216) ,,選修課,0-3,H105,"四/7,8,9",,,https://course.thu.edu.tw/view/113/2/216,, 35,25            ,10,
217,歷史學系,東海課程-歷史學系美國史(張以諾老師1132-217) ,,選修課,0-3,H308,"三/2,3,4",,,https://course.thu.edu.tw/view/113/2/217,, 50,56            ,-6,
218,歷史學系,東海課程-歷史學系中國現代史(張以諾老師1132-218) ,,選修課,0-3,A106,"二/6,7,8",,,https://course.thu.edu.tw/view/113/2/218,, 50,63            ,-13,
219,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/219,,,,,
220,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/220,,,,,
221,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/221,,,,,
222,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/222,,,,,
223,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/223,,,,,
224,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/224,,,,,
225,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/225,,,,,
226,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/226,,,,,
227,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/227,,,,,
228,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/228,,,,,
229,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/229,,,,,
230,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/230,,,,,
231,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/231,,,,,
232,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/232,,,,,
233,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/233,,,,,
234,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/234,,,,,
235,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/235,,,,,
236,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/236,,,,,
237,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/237,,,,,
238,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/238,,,,,
239,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/239,,,,,
240,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/240,,,,,
241,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/241,,,,,
242,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/242,,,,,
243,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/243,,,,,
244,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/244,,,,,
245,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/245,,,,,
246,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/246,,,,,
247,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/247,,,,,
